psu_hh_idcode,hhid,rating_filled,q02,q03,q05,q09,q23,Q01,Q03,Q06,Q07,Q08,Q11,Q19
298_5_1,29805,4.0,1,1,30,0,2,1.0,1.0,2.0,1.0,2.0,13.0,2.0
181_11_2,18111,2.0,2,2,43,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
683_1_1,68301,5.0,1,1,33,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
43_9_1,4309,4.0,1,1,43,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
422_6_1,42206,5.0,1,1,49,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
536_2_1,53602,4.0,1,1,48,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
734_9_1,73409,7.0,1,1,67,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
317_1_1,31701,2.0,1,1,75,0,0,2.0,2.0,,,,,
91_8_1,9108,2.0,1,1,87,0,0,2.0,1.0,3.0,1.0,2.0,13.0,2.0
656_5_1,65605,3.0,1,1,67,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
123_2_1,12302,5.0,1,1,36,0,0,1.0,1.0,3.0,1.0,2.0,4.0,2.0
448_1_1,44801,6.0,1,1,82,0,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0
715_8_1,71508,5.0,1,1,56,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
242_2_2,24202,6.0,2,2,34,0,0,1.0,1.0,9.0,0.0,2.0,4.0,2.0
440_6_1,44006,5.0,2,1,65,0,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0
802_5_2,80205,5.0,2,2,48,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
542_8_1,54208,2.0,1,1,52,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
812_9_2,81209,6.0,2,2,55,0,0,1.0,1.0,3.0,0.0,2.0,4.0,2.0
801_2_1,80102,5.0,1,1,54,0,0,1.0,1.0,2.0,1.0,2.0,4.0,2.0
163_4_1,16304,4.0,2,1,71,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
580_3_1,58003,1.0,1,1,62,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
765_10_2,76510,7.0,2,2,52,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
83_5_1,8305,4.0,1,1,50,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
224_7_1,22407,6.0,1,1,57,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
187_8_2,18708,3.0,2,2,24,0,0,1.0,1.0,2.0,0.0,2.0,12.0,2.0
738_11_1,73811,2.0,1,1,73,0,0,2.0,1.0,3.0,0.0,2.0,4.0,2.0
62_6_1,6206,4.0,1,1,41,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
637_3_1,63703,7.0,2,1,65,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
586_1_1,58601,8.0,1,1,60,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
824_10_1,82410,7.0,1,1,62,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
774_7_2,77407,3.0,2,2,53,0,0,1.0,1.0,6.0,0.0,2.0,2.0,2.0
767_8_2,76708,3.0,2,2,39,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
706_8_2,70608,8.0,2,2,49,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
136_8_1,13608,1.0,1,1,30,5,0,1.0,1.0,2.0,2.0,2.0,4.0,2.0
798_3_1,79803,5.0,1,1,38,0,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
474_5_2,47405,7.0,2,1,25,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
87_7_1,8707,5.0,1,1,53,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
160_7_1,16007,4.0,1,1,41,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
400_10_1,40010,3.0,1,1,54,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
588_4_1,58804,1.0,1,1,34,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
203_7_1,20307,8.0,1,1,61,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
321_3_1,32103,8.0,1,1,64,0,0,1.0,1.0,2.0,2.0,2.0,12.0,2.0
582_4_2,58204,7.0,2,2,55,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
564_3_1,56403,5.0,1,1,42,0,1,1.0,1.0,2.0,4.0,2.0,13.0,2.0
9_4_1,904,5.0,1,1,67,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
217_5_2,21705,4.0,2,2,53,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
547_6_1,54706,4.0,1,1,43,0,0,1.0,1.0,3.0,2.0,2.0,2.0,2.0
284_10_1,28410,8.0,1,1,45,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
586_10_2,58610,7.0,2,2,33,0,0,1.0,1.0,9.0,3.0,2.0,13.0,2.0
485_1_1,48501,3.0,1,1,65,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
656_8_1,65608,5.0,1,1,60,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
103_5_1,10305,2.0,1,1,47,3,0,2.0,1.0,3.0,0.0,2.0,8.0,2.0
154_3_1,15403,3.0,1,1,71,0,0,2.0,1.0,1.0,0.0,2.0,14.0,2.0
210_6_1,21006,7.0,1,1,62,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
697_1_2,69701,7.0,2,2,48,0,0,1.0,1.0,2.0,2.0,2.0,13.0,2.0
359_5_1,35905,5.0,1,1,42,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
432_1_1,43201,6.0,1,1,44,0,1,1.0,1.0,3.0,0.0,2.0,2.0,2.0
680_8_1,68008,7.0,1,1,33,0,0,1.0,1.0,5.0,1.0,2.0,13.0,2.0
297_1_1,29701,5.0,2,1,64,0,0,2.0,1.0,2.0,3.0,2.0,2.0,2.0
470_5_2,47005,2.0,2,2,56,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
769_3_2,76903,4.0,2,2,30,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
315_2_1,31502,4.0,1,1,86,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
647_1_2,64701,2.0,2,2,53,0,0,1.0,1.0,3.0,3.0,2.0,13.0,2.0
341_5_1,34105,6.0,1,1,53,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
743_1_1,74301,3.0,1,1,74,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
709_12_2,70912,8.0,2,2,43,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
616_2_1,61602,6.0,1,1,61,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
143_10_2,14310,1.0,2,2,44,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
50_7_1,5007,6.0,1,1,71,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
768_7_1,76807,4.0,1,1,30,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
469_3_1,46903,5.0,1,1,63,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
99_3_1,9903,5.0,1,1,37,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
714_11_1,71411,2.0,2,1,59,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
556_5_2,55605,7.0,2,2,57,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
175_8_3,17508,3.0,2,4,25,0,2,1.0,1.0,7.0,2.0,2.0,13.0,
208_8_1,20808,6.0,1,1,53,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
514_1_1,51401,6.0,1,1,41,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
605_6_1,60506,3.0,1,1,68,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
392_8_1,39208,5.0,1,1,74,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
425_9_1,42509,4.0,1,1,74,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
278_7_1,27807,4.0,1,1,45,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
123_6_2,12306,4.0,2,2,31,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
292_5_1,29205,7.0,1,1,64,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
163_3_2,16303,5.0,2,2,45,0,0,1.0,1.0,6.0,3.0,1.0,,
760_7_1,76007,8.0,2,1,72,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
549_1_1,54901,5.0,2,1,48,0,0,1.0,1.0,3.0,2.0,2.0,2.0,2.0
620_1_1,62001,5.0,1,1,56,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
11_3_2,1103,4.0,2,2,59,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
479_8_1,47908,3.0,1,1,60,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
538_8_1,53808,7.0,1,1,53,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
651_9_1,65109,2.0,1,1,62,0,0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
656_6_1,65606,1.0,2,1,66,0,0,2.0,1.0,1.0,0.0,2.0,2.0,2.0
656_4_1,65604,4.0,1,1,76,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
502_8_1,50208,3.0,1,1,55,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
364_1_1,36401,5.0,1,1,33,0,0,1.0,1.0,2.0,3.0,2.0,2.0,2.0
53_8_1,5308,6.0,1,1,60,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
721_10_3,72110,9.0,2,4,25,0,2,1.0,1.0,7.0,2.0,1.0,,2.0
239_1_2,23901,4.0,2,2,43,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
756_4_1,75604,6.0,2,1,19,0,0,1.0,1.0,3.0,0.0,1.0,,
192_4_2,19204,5.0,2,2,38,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
798_6_2,79806,4.0,2,2,57,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
196_6_1,19606,4.0,1,1,32,3,0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
616_5_3,61605,1.0,1,4,47,0,2,1.0,1.0,1.0,1.0,2.0,13.0,2.0
453_7_1,45307,3.0,1,1,52,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
344_9_1,34409,3.0,1,1,77,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
105_8_1,10508,4.0,2,1,53,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
63_5_2,6305,7.0,2,2,50,0,0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
506_1_1,50601,8.0,1,1,75,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
18_6_1,1806,4.0,2,1,65,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
688_9_1,68809,3.0,1,1,37,0,1,1.0,1.0,2.0,0.0,2.0,4.0,2.0
326_9_1,32609,1.0,2,1,48,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
686_4_1,68604,7.0,1,1,58,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
173_2_1,17302,7.0,2,1,80,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
647_10_2,64710,8.0,2,2,59,0,0,1.0,1.0,3.0,3.0,2.0,13.0,2.0
818_1_1,81801,6.0,1,1,73,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
284_5_1,28405,7.0,1,1,45,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
416_4_1,41604,7.0,1,1,53,0,0,1.0,1.0,2.0,0.0,2.0,12.0,2.0
470_1_1,47001,4.0,1,1,52,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
143_4_3,14304,5.0,2,9,28,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
283_3_1,28303,7.0,1,1,36,0,1,1.0,1.0,2.0,1.0,2.0,13.0,2.0
727_6_1,72706,7.0,2,1,54,0,0,1.0,1.0,9.0,2.0,2.0,13.0,2.0
106_7_1,10607,3.0,1,1,57,0,0,1.0,1.0,9.0,0.0,2.0,2.0,2.0
224_4_1,22404,3.0,1,1,42,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
538_5_1,53805,6.0,2,1,43,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
69_8_1,6908,5.0,1,1,52,7,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
821_7_1,82107,1.0,1,1,83,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
58_5_1,5805,3.0,2,1,53,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
253_6_1,25306,4.0,1,1,82,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
509_1_1,50901,6.0,1,1,36,0,0,1.0,1.0,2.0,0.0,2.0,12.0,2.0
119_5_7,11905,5.0,2,4,38,0,2,1.0,1.0,2.0,0.0,2.0,13.0,2.0
497_2_1,49702,6.0,1,1,57,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
483_2_1,48302,7.0,1,1,62,0,0,1.0,1.0,2.0,0.0,2.0,8.0,2.0
67_8_1,6708,4.0,1,1,63,0,0,1.0,1.0,3.0,3.0,2.0,13.0,2.0
408_11_1,40811,3.0,1,1,47,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
552_1_2,55201,2.0,2,2,45,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
229_6_1,22906,3.0,1,1,36,0,2,1.0,1.0,2.0,0.0,2.0,2.0,2.0
790_3_1,79003,4.0,1,1,54,0,0,1.0,1.0,2.0,0.0,2.0,3.0,2.0
735_8_2,73508,6.0,2,2,43,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
663_7_1,66307,1.0,1,1,43,0,0,1.0,1.0,3.0,2.0,2.0,2.0,2.0
561_6_1,56106,4.0,1,1,56,0,0,1.0,1.0,2.0,3.0,2.0,13.0,2.0
201_3_1,20103,6.0,1,1,35,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
280_8_1,28008,9.0,1,1,40,0,0,1.0,1.0,6.0,0.0,2.0,2.0,2.0
80_9_1,8009,2.0,1,1,25,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
805_11_2,80511,4.0,2,2,51,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
121_12_1,12112,3.0,1,1,53,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
704_4_1,70404,6.0,1,1,55,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
16_4_2,1604,8.0,2,2,61,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
211_4_1,21104,4.0,1,1,75,1,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
282_2_1,28202,8.0,1,1,29,0,0,1.0,1.0,9.0,1.0,2.0,2.0,2.0
574_2_1,57402,7.0,1,1,39,0,0,1.0,1.0,9.0,1.0,2.0,13.0,2.0
745_2_1,74502,3.0,1,1,40,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
134_7_2,13407,1.0,2,2,53,0,1,1.0,1.0,2.0,0.0,2.0,2.0,2.0
20_4_1,2004,3.0,1,1,58,0,1,1.0,1.0,2.0,1.0,2.0,13.0,2.0
288_2_1,28802,2.0,1,1,66,0,0,1.0,1.0,5.0,0.0,2.0,14.0,2.0
550_2_2,55002,4.0,1,7,58,0,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
565_2_1,56502,4.0,1,1,62,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
137_3_1,13703,6.0,1,1,42,0,0,1.0,1.0,1.0,1.0,2.0,13.0,2.0
755_1_2,75501,5.0,2,2,53,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
291_1_2,29101,6.0,2,2,64,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
368_10_1,36810,1.0,1,1,41,0,0,1.0,1.0,3.0,2.0,2.0,2.0,2.0
705_1_1,70501,5.0,1,1,77,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
37_1_1,3701,1.0,1,1,60,0,0,2.0,1.0,2.0,1.0,2.0,13.0,2.0
117_3_1,11703,5.0,2,1,54,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
364_7_2,36407,5.0,2,2,32,0,0,1.0,1.0,9.0,3.0,2.0,2.0,2.0
534_4_1,53404,4.0,2,1,45,0,0,1.0,1.0,2.0,0.0,2.0,10.0,2.0
647_4_2,64704,5.0,2,2,65,0,0,1.0,1.0,3.0,3.0,2.0,13.0,2.0
361_8_1,36108,6.0,2,1,24,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
746_7_2,74607,5.0,2,2,52,0,0,1.0,1.0,6.0,0.0,2.0,2.0,2.0
497_4_1,49704,6.0,1,1,75,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
407_2_2,40702,8.0,2,2,54,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
756_12_3,75612,6.0,2,7,54,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
376_2_1,37602,5.0,2,1,86,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
618_5_1,61805,3.0,2,1,31,0,1,2.0,1.0,1.0,0.0,2.0,2.0,2.0
168_2_2,16802,7.0,2,2,59,9,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
822_11_2,82211,5.0,2,2,54,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
118_11_1,11811,5.0,2,1,78,0,0,2.0,2.0,,,,,
295_4_1,29504,3.0,1,1,40,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
662_4_1,66204,3.0,1,1,50,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
719_6_1,71906,7.0,1,1,54,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
777_4_2,77704,3.0,2,2,49,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
213_3_1,21303,4.0,1,1,69,0,0,1.0,1.0,1.0,0.0,2.0,13.0,2.0
784_8_1,78408,6.0,1,1,54,0,0,1.0,1.0,3.0,0.0,2.0,4.0,2.0
575_7_1,57507,6.0,1,1,57,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
830_2_2,83002,5.0,2,2,26,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
562_1_1,56201,4.0,1,1,63,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
587_12_1,58712,7.0,1,1,51,0,2,1.0,1.0,5.0,0.0,2.0,13.0,2.0
759_7_1,75907,5.0,1,1,57,0,1,1.0,1.0,9.0,2.0,2.0,13.0,2.0
124_2_1,12402,4.0,1,1,71,3,0,1.0,1.0,4.0,0.0,2.0,13.0,2.0
228_6_1,22806,3.0,1,1,66,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
532_8_1,53208,6.0,1,1,70,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
508_5_1,50805,5.0,2,1,68,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
796_3_1,79603,5.0,1,1,65,0,0,1.0,1.0,2.0,1.0,2.0,2.0,2.0
123_8_1,12308,7.0,1,1,56,0,1,1.0,1.0,3.0,0.0,2.0,2.0,2.0
564_9_1,56409,6.0,1,1,33,0,2,1.0,1.0,9.0,2.0,2.0,13.0,2.0
504_3_1,50403,4.0,1,1,48,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
758_11_2,75811,7.0,2,2,49,0,0,1.0,1.0,9.0,3.0,2.0,13.0,2.0
829_7_2,82907,6.0,2,2,55,0,0,1.0,1.0,2.0,0.0,1.0,,2.0
597_7_1,59707,5.0,1,1,70,0,0,1.0,1.0,4.0,0.0,2.0,13.0,2.0
704_6_2,70406,5.0,2,2,42,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
185_2_1,18502,1.0,2,1,54,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
763_7_1,76307,3.0,1,1,63,0,0,1.0,1.0,2.0,2.0,2.0,13.0,2.0
710_2_1,71002,6.0,2,1,40,0,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
733_6_2,73306,1.0,2,2,51,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
283_4_1,28304,8.0,1,1,74,0,0,1.0,1.0,1.0,0.0,2.0,2.0,2.0
661_5_1,66105,2.0,1,1,66,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
183_2_1,18302,5.0,1,1,57,0,0,1.0,1.0,9.0,1.0,2.0,2.0,2.0
445_7_2,44507,8.0,2,2,42,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
175_5_1,17505,1.0,1,1,58,0,0,1.0,1.0,1.0,3.0,2.0,2.0,2.0
34_1_1,3401,3.0,1,1,64,0,0,2.0,1.0,2.0,0.0,2.0,14.0,2.0
444_6_1,44406,8.0,1,1,49,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
444_5_1,44405,7.0,1,1,56,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
344_8_1,34408,5.0,1,1,55,6,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
518_8_1,51808,8.0,1,1,53,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
337_9_1,33709,5.0,1,1,60,0,0,1.0,1.0,5.0,0.0,2.0,2.0,2.0
760_12_1,76012,8.0,1,1,73,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
597_6_1,59706,4.0,1,1,45,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
497_7_1,49707,8.0,1,1,49,0,0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
117_2_2,11702,6.0,1,4,42,0,1,1.0,1.0,3.0,0.0,2.0,13.0,2.0
587_1_1,58701,6.0,1,1,41,0,1,1.0,1.0,9.0,0.0,2.0,13.0,2.0
650_3_1,65003,4.0,1,1,62,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
301_3_1,30103,5.0,1,1,50,0,2,1.0,1.0,3.0,2.0,2.0,13.0,2.0
273_4_1,27304,4.0,1,1,24,0,0,1.0,1.0,2.0,0.0,2.0,1.0,2.0
602_3_1,60203,5.0,2,1,72,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
465_1_1,46501,3.0,1,1,52,0,1,1.0,1.0,1.0,1.0,2.0,13.0,2.0
31_7_1,3107,5.0,1,1,54,0,0,1.0,1.0,3.0,1.0,2.0,13.0,2.0
200_4_1,20004,4.0,1,1,37,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
220_7_1,22007,5.0,1,1,52,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
811_5_1,81105,5.0,2,1,71,0,0,2.0,2.0,,,,,
561_9_1,56109,4.0,1,1,42,0,0,1.0,1.0,2.0,4.0,2.0,13.0,2.0
116_7_1,11607,7.0,1,1,45,0,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
513_4_1,51304,7.0,1,1,45,0,1,1.0,1.0,2.0,0.0,2.0,13.0,2.0
615_8_2,61508,6.0,1,4,34,0,1,1.0,1.0,2.0,0.0,2.0,2.0,2.0
34_5_1,3405,3.0,1,1,52,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
84_6_1,8406,3.0,1,1,48,0,1,1.0,1.0,2.0,1.0,2.0,13.0,2.0
795_5_1,79505,5.0,2,1,58,0,0,2.0,1.0,2.0,1.0,2.0,4.0,2.0
833_6_1,83306,4.0,1,1,57,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
239_8_1,23908,5.0,1,1,63,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
680_7_2,68007,3.0,2,2,43,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
704_11_2,70411,4.0,2,2,37,0,0,1.0,1.0,9.0,0.0,2.0,13.0,2.0
145_1_1,14501,5.0,1,1,53,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
765_8_2,76508,6.0,2,2,61,0,0,1.0,1.0,5.0,0.0,2.0,13.0,2.0
698_5_2,69805,6.0,2,2,40,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
802_9_2,80209,5.0,2,2,48,0,0,2.0,1.0,2.0,0.0,2.0,2.0,2.0
625_9_1,62509,4.0,2,1,62,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
338_2_1,33802,3.0,2,1,54,0,0,2.0,1.0,0.0,1.0,2.0,13.0,2.0
325_1_1,32501,5.0,1,1,76,0,0,1.0,1.0,2.0,2.0,2.0,13.0,2.0
705_2_2,70502,6.0,2,2,62,0,0,1.0,1.0,2.0,0.0,2.0,14.0,2.0
223_6_1,22306,3.0,1,1,73,0,0,1.0,1.0,2.0,0.0,2.0,13.0,2.0
302_9_1,30209,4.0,1,1,70,0,0,2.0,1.0,2.0,0.0,2.0,13.0,2.0
377_7_2,37707,2.0,2,2,24,0,0,1.0,1.0,2.0,0.0,2.0,12.0,2.0
728_3_1,72803,6.0,1,1,61,0,0,1.0,1.0,2.0,0.0,2.0,4.0,2.0
289_5_1,28905,2.0,1,1,40,0,0,1.0,1.0,5.0,2.0,2.0,13.0,2.0
539_7_1,53907,8.0,1,1,35,0,0,1.0,1.0,3.0,1.0,2.0,4.0,2.0
462_4_1,46204,2.0,1,1,34,0,1,1.0,1.0,2.0,1.0,2.0,13.0,2.0
86_8_1,8608,3.0,1,1,62,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
240_5_1,24005,4.0,1,1,39,1,0,1.0,1.0,3.0,1.0,2.0,2.0,2.0
784_7_1,78407,8.0,1,1,47,0,0,1.0,1.0,3.0,0.0,2.0,4.0,2.0
77_6_1,7706,3.0,1,1,56,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
594_8_1,59408,4.0,1,1,65,0,1,1.0,1.0,6.0,0.0,2.0,2.0,2.0
385_2_2,38502,3.0,2,2,63,0,0,2.0,1.0,1.0,0.0,2.0,2.0,2.0
572_1_1,57201,2.0,2,1,46,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
401_2_1,40102,4.0,1,1,46,0,0,1.0,1.0,2.0,1.0,2.0,13.0,2.0
284_6_1,28406,6.0,1,1,44,0,0,2.0,1.0,2.0,0.0,1.0,,2.0
800_2_2,80002,3.0,2,2,23,0,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0
317_8_1,31708,4.0,1,1,83,0,0,1.0,1.0,2.0,2.0,2.0,14.0,2.0
5_9_1,509,4.0,2,1,60,0,0,1.0,1.0,3.0,2.0,2.0,2.0,2.0
238_3_1,23803,4.0,1,1,46,0,0,1.0,1.0,6.0,0.0,2.0,13.0,2.0
207_2_1,20702,5.0,1,1,49,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
525_5_1,52505,5.0,2,1,66,0,0,2.0,1.0,1.0,1.0,2.0,13.0,2.0
33_3_1,3303,3.0,1,1,51,1,0,1.0,1.0,3.0,0.0,2.0,13.0,2.0
366_7_1,36607,6.0,1,1,47,0,1,1.0,1.0,2.0,1.0,2.0,13.0,2.0
305_6_1,30506,7.0,1,1,47,0,0,1.0,1.0,9.0,2.0,2.0,13.0,2.0
106_11_1,10611,2.0,1,1,56,0,0,1.0,1.0,2.0,0.0,2.0,2.0,2.0
353_9_1,35309,5.0,2,1,69,0,0,2.0,1.0,1.0,0.0,2.0,13.0,2.0
